CHANNEL,LOKASI,TANGGAL,BULAN,TAHUN,KODE_BARANG,KLASIFIKASI_BARANG,WARNA_BARANG,UKURAN_BARANG,BERAT_SATUAN,JUMLAH,BERAT_TOTAL
002,LO000025,01/10/2023 00:00:00,01,2023,MP002277,KD000009,PL000037,SZ000007,10,2,20
002,LO000025,01/10/2023 00:00:00,01,2023,MP002175,KD000016,PL000036,SZ000013,3,3,9
002,LO000025,01/10/2023 00:00:00,01,2023,MP002175,KD000016,PL000036,SZ000013,4,2,8
002,LO000025,01/10/2023 00:00:00,01,2023,MP002175,KD000016,PL000036,SZ000013,2,3,6
002,LO000025,01/10/2023 00:00:00,01,2023,MP002277,KD000009,PL000037,SZ000007,7,2,14
002,LO000025,01/10/2023 00:00:00,01,2023,MP002175,KD000016,PL000036,SZ000012,4,2,8
002,LO000025,01/11/2023 00:00:00,01,2023,MP002246,KD000028,PL000036,SZ000012,10,4,41
002,LO000025,01/11/2023 00:00:00,01,2023,MP002277,KD000009,PL000037,SZ000009,3,5,15
002,LO000025,01/11/2023 00:00:00,01,2023,MP000294,KD000028,PL000036,SZ000013,15,0,15
002,LO000025,01/11/2023 00:00:00,01,2023,MP002277,KD000028,PL000037,SZ000009,4,2,8
002,LO000025,01/11/2023 00:00:00,01,2023,MP000294,KD000028,PL000036,SZ000013,12,1,12
002,LO000025,01/11/2023 00:00:00,01,2023,MP000294,KD000028,PL000036,SZ000012,6,0,6
002,LO000025,01/11/2023 00:00:00,01,2023,MP002277,KD000028,PL000037,SZ000012,4,3,12
002,LO000025,01/11/2023 00:00:00,01,2023,MP002175,KD000028,PL000036,SZ000009,3,3,9
002,LO000025,01/11/2023 00:00:00,01,2023,MP000197,KD000016,PL000039,SZ000012,5,2,10
002,LO000025,01/11/2023 00:00:00,01,2023,MP000294,KD000016,PL000037,SZ000012,5,3,15
002,LO000025,01/13/2023 00:00:00,01,2023,MP002277,KD000009,PL000037,SZ000004,3,6,18
002,LO000017,01/05/2023 00:00:00,01,2023,MP000294,KD000005,PL000037,SZ000012,2,18,36
002,LO000017,01/05/2023 00:00:00,01,2023,MP000284,KD000005,PL000037,SZ000012,2,19,39
002,LO000025,02/28/2023 00:00:00,02,2023,MP002277,KD000028,PL000037,SZ000012,2,1,2
002,LO000025,02/28/2023 00:00:00,02,2023,MP002277,KD000028,PL000037,SZ000012,3,1,3
002,LO000025,03/01/2023 00:00:00,03,2023,MP000197,KD000028,PL000036,SZ000011,15,1,15
002,LO000025,03/01/2023 00:00:00,03,2023,MP000197,KD000028,PL000036,SZ000011,10,0,10
002,LO000025,03/01/2023 00:00:00,03,2023,MP002277,KD000009,PL000037,SZ000004,3,1,3
002,LO000015,02/10/2023 00:00:00,02,2023,MP000197,KD000028,PL000036,SZ000013,10,2,20
002,LO000015,02/10/2023 00:00:00,02,2023,MP000197,KD000028,PL000036,SZ000013,8,2,16
002,LO000017,02/25/2023 00:00:00,02,2023,MP002277,KD000009,PL000037,SZ000009,1,3,3
002,LO000017,02/25/2023 00:00:00,02,2023,MP002175,KD000016,PL000036,SZ000012,20,5,101
002,LO000017,02/25/2023 00:00:00,02,2023,MP002175,KD000016,PL000036,SZ000012,15,5,76
002,LO000017,02/25/2023 00:00:00,02,2023,MP002277,KD000009,PL000037,SZ000007,2,5,10
002,LO000017,02/25/2023 00:00:00,02,2023,MP000284,KD000016,PL000037,SZ000007,4,2,12
002,LO000017,02/25/2023 00:00:00,02,2023,MP000284,KD000016,PL000037,SZ000007,2,3,6
002,LO000017,02/25/2023 00:00:00,02,2023,MP000284,KD000016,PL000037,SZ000007,3,3,9
002,LO000017,02/25/2023 00:00:00,02,2023,MP002175,KD000016,PL000036,SZ000007,20,5,100
002,LO000017,02/25/2023 00:00:00,02,2023,MP000284,KD000016,PL000037,SZ000009,2,40,80
002,LO000017,03/01/2023 00:00:00,03,2023,MP000197,KD000037,PL000039,SZ000012,5,2,10
002,LO000017,03/09/2023 00:00:00,03,2023,MP000197,KD000037,PL000036,SZ000012,6,3,18
002,LO000017,03/09/2023 00:00:00,03,2023,MP000197,KD000037,PL000036,SZ000012,6,10,61
002,LO000017,03/09/2023 00:00:00,03,2023,MP000197,KD000037,PL000036,SZ000012,5,2,15
002,LO000017,03/09/2023 00:00:00,03,2023,MP000197,KD000037,PL000036,SZ000009,3,12,37
002,LO000017,03/16/2023 00:00:00,03,2023,MP000197,KD000016,PL000039,SZ000012,7,2,14
002,LO000017,03/16/2023 00:00:00,03,2023,MP000197,KD000016,PL000039,SZ000009,3,3,9
002,LO000017,03/17/2023 00:00:00,03,2023,MP002277,KD000009,PL000037,SZ000012,5,10,51
002,LO000017,03/17/2023 00:00:00,03,2023,MP002277,KD000009,PL000037,SZ000012,4,8,33
002,LO000017,03/17/2023 00:00:00,03,2023,MP002277,KD000037,PL000037,SZ000012,3,12,37
002,LO000017,03/17/2023 00:00:00,03,2023,MP002175,KD000037,PL000036,SZ000012,20,1,20
002,LO000017,03/17/2023 00:00:00,03,2023,MP000197,KD000037,PL000036,SZ000013,5,6,30
002,LO000017,03/17/2023 00:00:00,03,2023,MP000197,KD000037,PL000036,SZ000009,2,2,4
002,LO000017,03/17/2023 00:00:00,03,2023,MP000197,KD000037,PL000036,SZ000009,2,2,4
002,LO000017,03/17/2023 00:00:00,03,2023,MP000294,KD000037,PL000036,SZ000012,6,3,18
002,LO000017,03/17/2023 00:00:00,03,2023,MP000197,KD000037,PL000036,SZ000009,3,4,12
002,LO000017,03/17/2023 00:00:00,03,2023,MP000197,KD000037,PL000036,SZ000009,3,10,31
002,LO000017,03/17/2023 00:00:00,03,2023,MP000197,KD000037,PL000036,SZ000009,3,10,31
002,LO000017,03/17/2023 00:00:00,03,2023,MP002277,KD000037,PL000037,SZ000012,5,5,26
002,LO000017,03/17/2023 00:00:00,03,2023,MP002175,KD000016,PL000036,SZ000012,20,3,61
002,LO000017,03/17/2023 00:00:00,03,2023,MP002175,KD000016,PL000036,SZ000012,15,3,45
002,LO000017,01/13/2023 00:00:00,01,2023,MP002277,KD000009,PL000037,SZ000012,5,5,26
002,LO000017,01/13/2023 00:00:00,01,2023,MP002277,KD000009,PL000037,SZ000012,6,5,30
002,LO000017,01/13/2023 00:00:00,01,2023,MP002277,KD000009,PL000037,SZ000012,7,5,35
002,LO000017,01/13/2023 00:00:00,01,2023,MP002277,KD000009,PL000037,SZ000012,8,5,40
002,LO000017,01/13/2023 00:00:00,01,2023,MP000284,KD000005,PL000037,SZ000012,2,19,39
002,LO000017,01/13/2023 00:00:00,01,2023,MP002277,KD000009,PL000037,SZ000009,2,15,31
002,LO000025,02/23/2023 00:00:00,02,2023,MP000197,KD000016,PL000039,SZ000009,2,2,4
002,LO000025,02/24/2023 00:00:00,02,2023,MP002277,KD000009,PL000037,SZ000012,3,1,3
002,LO000025,02/24/2023 00:00:00,02,2023,MP000197,KD000016,PL000039,SZ000012,5,2,10
002,LO000025,02/24/2023 00:00:00,02,2023,MP000197,KD000016,PL000039,SZ000012,4,1,8
002,LO000038,03/03/2023 00:00:00,03,2023,MP000197,KD000028,PL000036,SZ000012,4,4,20
002,LO000038,03/03/2023 00:00:00,03,2023,MP000197,KD000028,PL000036,SZ000012,5,5,25
002,LO000026,01/05/2023 00:00:00,01,2023,MP000294,KD000037,PL000036,SZ000012,2,10,21
002,LO000014,01/05/2023 00:00:00,01,2023,MP002277,KD000037,PL000039,SZ000009,3,23,70
002,LO000025,01/12/2023 00:00:00,01,2023,MP002277,KD000009,PL000037,SZ000006,5,7,35
002,LO000025,01/12/2023 00:00:00,01,2023,MP000197,KD000016,PL000037,SZ000006,3,3,12
002,LO000025,01/12/2023 00:00:00,01,2023,MP000197,KD000016,PL000037,SZ000006,5,4,25
002,LO000025,01/12/2023 00:00:00,01,2023,MP000197,KD000016,PL000037,SZ000006,4,7,28
002,LO000025,01/12/2023 00:00:00,01,2023,MP000197,KD000016,PL000037,SZ000006,2,7,14
002,LO000014,01/24/2023 00:00:00,01,2023,MP002277,KD000028,PL000037,SZ000009,1,52,52
002,LO000014,01/24/2023 00:00:00,01,2023,MP002277,KD000028,PL000037,SZ000009,2,47,95
002,LO000038,03/06/2023 00:00:00,03,2023,MP000294,KD000016,PL000037,SZ000012,8,2,16
002,LO000038,03/06/2023 00:00:00,03,2023,MP000294,KD000016,PL000037,SZ000012,6,2,12
002,LO000038,03/06/2023 00:00:00,03,2023,MP000294,KD000016,PL000037,SZ000009,3,16,51
002,LO000038,03/06/2023 00:00:00,03,2023,MP000294,KD000016,PL000037,SZ000013,10,2,20
002,LO000038,03/06/2023 00:00:00,03,2023,MP000294,KD000016,PL000037,SZ000013,15,0,15
002,LO000038,03/06/2023 00:00:00,03,2023,MP000294,KD000016,PL000037,SZ000013,5,3,20
002,LO000038,03/06/2023 00:00:00,03,2023,MP000294,KD000016,PL000037,SZ000013,6,2,12
002,LO000038,03/06/2023 00:00:00,03,2023,MP000294,KD000016,PL000037,SZ000013,7,4,28
002,LO000038,03/06/2023 00:00:00,03,2023,MP000294,KD000016,PL000037,SZ000011,6,3,18
002,LO000038,03/06/2023 00:00:00,03,2023,MP000294,KD000016,PL000037,SZ000011,7,2,14
002,LO000038,03/06/2023 00:00:00,03,2023,MP000294,KD000016,PL000037,SZ000011,5,2,10
002,LO000038,03/06/2023 00:00:00,03,2023,MP000294,KD000016,PL000037,SZ000011,8,1,16
002,LO000038,03/06/2023 00:00:00,03,2023,MP000294,KD000016,PL000037,SZ000011,10,1,20
002,LO000038,03/06/2023 00:00:00,03,2023,MP000294,KD000016,PL000037,SZ000011,20,1,20
002,LO000038,03/07/2023 00:00:00,03,2023,MP000197,KD000028,PL000036,SZ000012,7,1,7
002,LO000038,03/07/2023 00:00:00,03,2023,MP000197,KD000028,PL000036,SZ000009,2,1,4
002,LO000038,03/07/2023 00:00:00,03,2023,MP002277,KD000037,PL000039,SZ000009,3,2,6
002,LO000038,03/07/2023 00:00:00,03,2023,MP002277,KD000037,PL000039,SZ000012,4,1,4
002,LO000038,03/07/2023 00:00:00,03,2023,MP002277,KD000037,PL000039,SZ000012,5,0,5
002,LO000038,03/07/2023 00:00:00,03,2023,MP002277,KD000037,PL000039,SZ000009,2,2,4
002,LO000024,12/24/2022 00:00:00,12,2022,MP000197,KD000028,PL000036,SZ000012,3,3,9
002,LO000024,12/24/2022 00:00:00,12,2022,MP000197,KD000028,PL000036,SZ000012,5,6,31
002,LO000024,12/24/2022 00:00:00,12,2022,MP002277,KD000028,PL000037,SZ000007,6,6,36
002,LO000024,12/24/2022 00:00:00,12,2022,MP000294,KD000016,PL000037,SZ000011,5,2,10
002,LO000024,12/24/2022 00:00:00,12,2022,MP000294,KD000016,PL000037,SZ000011,6,3,18
002,LO000024,12/24/2022 00:00:00,12,2022,MP000294,KD000028,PL000036,SZ000011,6,4,24
002,LO000024,12/24/2022 00:00:00,12,2022,MP000294,KD000028,PL000036,SZ000011,8,6,49
002,LO000024,12/24/2022 00:00:00,12,2022,MP000294,KD000028,PL000036,SZ000011,15,2,30
002,LO000024,12/24/2022 00:00:00,12,2022,MP000294,KD000028,PL000036,SZ000011,12,2,24
002,LO000024,12/24/2022 00:00:00,12,2022,MP000294,KD000028,PL000036,SZ000011,10,3,30
002,LO000024,12/24/2022 00:00:00,12,2022,MP000294,KD000028,PL000036,SZ000012,5,5,25
002,LO000024,12/24/2022 00:00:00,12,2022,MP002277,KD000028,PL000037,SZ000009,2,12,24
002,LO000024,12/24/2022 00:00:00,12,2022,MP002277,KD000028,PL000037,SZ000007,5,11,55
002,LO000024,12/24/2022 00:00:00,12,2022,MP002277,KD000028,PL000037,SZ000007,4,5,20
002,LO000024,12/24/2022 00:00:00,12,2022,MP002277,KD000028,PL000037,SZ000009,3,4,12
002,LO000024,12/24/2022 00:00:00,12,2022,MP000294,KD000028,PL000036,SZ000012,6,1,6
002,LO000024,12/24/2022 00:00:00,12,2022,MP002277,KD000028,PL000037,SZ000007,3,5,16
002,LO000024,12/24/2022 00:00:00,12,2022,MP002277,KD000028,PL000037,SZ000012,2,5,10
002,LO000024,12/24/2022 00:00:00,12,2022,MP002277,KD000028,PL000037,SZ000012,7,3,21
002,LO000024,12/24/2022 00:00:00,12,2022,MP002277,KD000028,PL000037,SZ000012,4,1,4
002,LO000024,12/24/2022 00:00:00,12,2022,MP002277,KD000028,PL000037,SZ000012,5,10,51
002,LO000024,12/24/2022 00:00:00,12,2022,MP000294,KD000016,PL000037,SZ000012,2,20,42
002,LO000024,12/24/2022 00:00:00,12,2022,MP000294,KD000016,PL000037,SZ000012,6,2,12
002,LO000024,12/24/2022 00:00:00,12,2022,MP000294,KD000016,PL000037,SZ000012,4,20,81
002,LO000024,12/24/2022 00:00:00,12,2022,MP000294,KD000016,PL000037,SZ000009,2,6,12
002,LO000024,12/24/2022 00:00:00,12,2022,MP000294,KD000016,PL000037,SZ000012,3,17,54
002,LO000024,12/24/2022 00:00:00,12,2022,MP000294,KD000028,PL000036,SZ000009,3,3,9
002,LO000024,01/03/2023 00:00:00,01,2023,MP002277,KD000009,PL000037,SZ000007,2,1,2
002,LO000024,01/03/2023 00:00:00,01,2023,MP002277,KD000009,PL000037,SZ000013,5,1,5
002,LO000024,01/03/2023 00:00:00,01,2023,MP002277,KD000009,PL000037,SZ000013,3,1,3
002,LO000024,01/03/2023 00:00:00,01,2023,MP002277,KD000009,PL000037,SZ000013,6,1,6
002,LO000024,01/03/2023 00:00:00,01,2023,MP002277,KD000009,PL000037,SZ000013,4,1,4
002,LO000024,01/03/2023 00:00:00,01,2023,MP002277,KD000009,PL000037,SZ000013,8,1,8
002,LO000026,03/10/2023 00:00:00,03,2023,MP002277,KD000009,PL000037,SZ000009,2,2,4
002,LO000026,03/10/2023 00:00:00,03,2023,MP000197,KD000016,PL000037,SZ000013,7,2,21
002,LO000026,03/10/2023 00:00:00,03,2023,MP000197,KD000016,PL000037,SZ000011,12,1,12
002,LO000026,03/10/2023 00:00:00,03,2023,MP000197,KD000016,PL000037,SZ000011,10,1,20
002,LO000026,03/11/2023 00:00:00,03,2023,MP002277,KD000009,PL000037,SZ000009,2,5,11
002,LO000026,03/11/2023 00:00:00,03,2023,MP002277,KD000028,PL000037,SZ000012,1,6,7
002,LO000026,03/11/2023 00:00:00,03,2023,MP002277,KD000028,PL000037,SZ000009,3,5,15
002,LO000026,03/11/2023 00:00:00,03,2023,MP002277,KD000028,PL000037,SZ000012,7,3,21
002,LO000025,01/09/2023 00:00:00,01,2023,MP000294,KD000016,PL000037,SZ000012,8,2,16
002,LO000025,01/09/2023 00:00:00,01,2023,MP000294,KD000016,PL000037,SZ000013,7,1,14
002,LO000025,01/09/2023 00:00:00,01,2023,MP000294,KD000016,PL000037,SZ000013,10,1,10
002,LO000025,01/09/2023 00:00:00,01,2023,MP000294,KD000016,PL000037,SZ000013,10,2,20
002,LO000025,01/09/2023 00:00:00,01,2023,MP000294,KD000016,PL000037,SZ000013,6,1,6
002,LO000025,01/09/2023 00:00:00,01,2023,MP000294,KD000016,PL000037,SZ000013,8,1,16
002,LO000025,01/09/2023 00:00:00,01,2023,MP002175,KD000016,PL000036,SZ000007,30,1,30
002,LO000025,01/09/2023 00:00:00,01,2023,MP000294,KD000016,PL000037,SZ000012,2,11,23
002,LO000025,01/09/2023 00:00:00,01,2023,MP000294,KD000016,PL000037,SZ000012,2,10,21
002,LO000025,01/09/2023 00:00:00,01,2023,MP000294,KD000016,PL000037,SZ000012,7,1,14
002,LO000025,01/09/2023 00:00:00,01,2023,MP000294,KD000016,PL000037,SZ000009,2,5,10
002,LO000025,01/09/2023 00:00:00,01,2023,MP000294,KD000016,PL000037,SZ000012,10,1,10
002,LO000025,01/09/2023 00:00:00,01,2023,MP000294,KD000016,PL000037,SZ000012,5,5,25
002,LO000025,01/09/2023 00:00:00,01,2023,MP000294,KD000016,PL000037,SZ000012,5,5,25
002,LO000025,01/09/2023 00:00:00,01,2023,MP000294,KD000016,PL000037,SZ000012,3,10,33
002,LO000025,01/09/2023 00:00:00,01,2023,MP000294,KD000016,PL000037,SZ000012,6,2,12
002,LO000025,01/09/2023 00:00:00,01,2023,MP000294,KD000016,PL000037,SZ000009,3,4,15
002,LO000025,01/09/2023 00:00:00,01,2023,MP000197,KD000016,PL000037,SZ000012,3,4,15
002,LO000025,01/09/2023 00:00:00,01,2023,MP000197,KD000016,PL000037,SZ000012,2,10,21
002,LO000025,01/09/2023 00:00:00,01,2023,MP002175,KD000016,PL000036,SZ000013,4,10,41
002,LO000025,01/09/2023 00:00:00,01,2023,MP002175,KD000016,PL000036,SZ000013,4,5,20
002,LO000025,01/10/2023 00:00:00,01,2023,MP002277,KD000009,PL000037,SZ000007,2,3,6
002,LO000025,01/10/2023 00:00:00,01,2023,MP002175,KD000016,PL000036,SZ000007,10,2,20
002,LO000025,01/10/2023 00:00:00,01,2023,MP002175,KD000028,PL000036,SZ000004,3,3,9
002,LO000025,01/10/2023 00:00:00,01,2023,MP002175,KD000028,PL000036,SZ000004,2,3,6
002,LO000025,01/10/2023 00:00:00,01,2023,MP000197,KD000016,PL000037,SZ000006,5,4,24
002,LO000025,01/10/2023 00:00:00,01,2023,MP000197,KD000016,PL000037,SZ000006,4,5,20
002,LO000025,01/10/2023 00:00:00,01,2023,MP000294,KD000016,PL000037,SZ000013,10,2,20
002,LO000025,01/10/2023 00:00:00,01,2023,MP002175,KD000028,PL000036,SZ000007,5,3,15
002,LO000025,01/11/2023 00:00:00,01,2023,MP000294,KD000016,PL000037,SZ000012,2,5,11
002,LO000025,01/11/2023 00:00:00,01,2023,MP000294,KD000016,PL000037,SZ000009,2,5,10
002,LO000025,01/11/2023 00:00:00,01,2023,MP000294,KD000016,PL000037,SZ000012,3,4,15
002,LO000025,01/11/2023 00:00:00,01,2023,MP000294,KD000016,PL000037,SZ000009,3,4,15
002,LO000025,01/11/2023 00:00:00,01,2023,MP000197,KD000016,PL000037,SZ000012,4,5,20
002,LO000025,01/11/2023 00:00:00,01,2023,MP000197,KD000016,PL000037,SZ000009,3,4,15
002,LO000025,01/11/2023 00:00:00,01,2023,MP000197,KD000016,PL000037,SZ000012,5,2,10
002,LO000025,01/11/2023 00:00:00,01,2023,MP000197,KD000016,PL000037,SZ000012,2,11,23
002,LO000025,01/11/2023 00:00:00,01,2023,MP000197,KD000016,PL000037,SZ000009,2,4,10
002,LO000025,01/11/2023 00:00:00,01,2023,MP000294,KD000016,PL000037,SZ000012,4,3,12
002,LO000025,01/11/2023 00:00:00,01,2023,MP000284,KD000016,PL000037,SZ000012,5,3,15
002,LO000025,01/11/2023 00:00:00,01,2023,MP002175,KD000016,PL000036,SZ000012,7,2,14
002,LO000017,01/05/2023 00:00:00,01,2023,MP000294,KD000005,PL000037,SZ000012,2,5,10
002,LO000017,01/05/2023 00:00:00,01,2023,MP000284,KD000005,PL000037,SZ000012,2,4,10
002,LO000017,03/03/2023 00:00:00,03,2023,MP000284,KD000016,PL000037,SZ000011,8,11,88
002,LO000017,03/03/2023 00:00:00,03,2023,MP000284,KD000016,PL000037,SZ000011,10,43,430
002,LO000017,03/03/2023 00:00:00,03,2023,MP000284,KD000016,PL000037,SZ000011,12,25,301
002,LO000017,03/03/2023 00:00:00,03,2023,MP000284,KD000016,PL000037,SZ000011,15,20,301
002,LO000017,03/03/2023 00:00:00,03,2023,MP000284,KD000005,PL000037,SZ000012,10,10,100
002,LO000017,03/03/2023 00:00:00,03,2023,MP000294,KD000005,PL000037,SZ000012,6,10,60
002,LO000017,03/03/2023 00:00:00,03,2023,MP000294,KD000005,PL000037,SZ000012,8,10,81
002,LO000017,03/03/2023 00:00:00,03,2023,MP000284,KD000005,PL000037,SZ000012,4,20,81
002,LO000017,03/03/2023 00:00:00,03,2023,MP000284,KD000005,PL000037,SZ000012,8,10,80
002,LO000017,03/03/2023 00:00:00,03,2023,MP000284,KD000005,PL000037,SZ000012,6,9,60
002,LO000017,03/03/2023 00:00:00,03,2023,MP000284,KD000005,PL000037,SZ000012,7,10,71
002,LO000017,03/03/2023 00:00:00,03,2023,MP000294,KD000005,PL000037,SZ000012,4,20,80
002,LO000017,03/16/2023 00:00:00,03,2023,MP000197,KD000016,PL000037,SZ000012,6,5,30
002,LO000017,03/16/2023 00:00:00,03,2023,MP000284,KD000016,PL000037,SZ000009,5,3,15
002,LO000017,03/16/2023 00:00:00,03,2023,MP000294,KD000016,PL000037,SZ000013,5,3,15
002,LO000017,03/16/2023 00:00:00,03,2023,MP000294,KD000016,PL000037,SZ000013,12,2,24
002,LO000017,03/16/2023 00:00:00,03,2023,MP000294,KD000016,PL000037,SZ000012,12,1,12
002,LO000017,03/16/2023 00:00:00,03,2023,MP000284,KD000016,PL000037,SZ000009,4,2,12
002,LO000017,03/16/2023 00:00:00,03,2023,MP000294,KD000016,PL000037,SZ000009,5,3,15
002,LO000017,03/16/2023 00:00:00,03,2023,MP000294,KD000016,PL000037,SZ000009,4,3,12
002,LO000017,03/16/2023 00:00:00,03,2023,MP000284,KD000016,PL000037,SZ000012,7,2,14
002,LO000017,03/16/2023 00:00:00,03,2023,MP000294,KD000016,PL000037,SZ000012,7,2,14
002,LO000017,03/16/2023 00:00:00,03,2023,MP000294,KD000016,PL000037,SZ000012,6,2,12
002,LO000017,03/16/2023 00:00:00,03,2023,MP000294,KD000016,PL000037,SZ000012,10,3,30
002,LO000017,03/16/2023 00:00:00,03,2023,MP000294,KD000016,PL000037,SZ000012,10,3,30
002,LO000017,03/16/2023 00:00:00,03,2023,MP000294,KD000016,PL000037,SZ000009,3,6,18
002,LO000017,03/16/2023 00:00:00,03,2023,MP000284,KD000016,PL000037,SZ000009,2,5,12
002,LO000017,03/16/2023 00:00:00,03,2023,MP000294,KD000016,PL000037,SZ000009,2,6,12
002,LO000017,03/16/2023 00:00:00,03,2023,MP000284,KD000016,PL000037,SZ000012,2,5,10
002,LO000017,03/16/2023 00:00:00,03,2023,MP000284,KD000016,PL000037,SZ000012,8,3,24
002,LO000017,03/16/2023 00:00:00,03,2023,MP000284,KD000016,PL000037,SZ000009,3,6,18
002,LO000017,03/16/2023 00:00:00,03,2023,MP000284,KD000016,PL000037,SZ000012,10,3,30
002,LO000017,03/16/2023 00:00:00,03,2023,MP000284,KD000016,PL000037,SZ000012,10,3,30
002,LO000017,03/16/2023 00:00:00,03,2023,MP000284,KD000016,PL000037,SZ000012,4,5,20
002,LO000017,03/16/2023 00:00:00,03,2023,MP000284,KD000016,PL000037,SZ000012,6,2,12
002,LO000017,03/16/2023 00:00:00,03,2023,MP000197,KD000016,PL000037,SZ000012,5,10,51
002,LO000017,03/16/2023 00:00:00,03,2023,MP000294,KD000016,PL000037,SZ000012,4,4,16
002,LO000017,03/17/2023 00:00:00,03,2023,MP002277,KD000009,PL000037,SZ000009,2,26,53
002,LO000017,03/17/2023 00:00:00,03,2023,MP000294,KD000037,PL000036,SZ000009,2,10,21
002,LO000017,03/17/2023 00:00:00,03,2023,MP000284,KD000016,PL000037,SZ000013,5,9,50
002,LO000017,03/17/2023 00:00:00,03,2023,MP000284,KD000016,PL000037,SZ000013,10,10,101
002,LO000017,03/17/2023 00:00:00,03,2023,MP000284,KD000037,PL000036,SZ000009,2,10,21
002,LO000017,03/17/2023 00:00:00,03,2023,MP002277,KD000037,PL000039,SZ000011,15,9,149
002,LO000017,03/17/2023 00:00:00,03,2023,MP002277,KD000009,PL000037,SZ000007,2,21,44
002,LO000017,03/17/2023 00:00:00,03,2023,MP002277,KD000009,PL000037,SZ000009,2,21,43
002,LO000017,03/17/2023 00:00:00,03,2023,MP002175,KD000016,PL000036,SZ000012,12,3,36
002,LO000017,03/17/2023 00:00:00,03,2023,MP002175,KD000016,PL000036,SZ000012,8,5,41
002,LO000017,03/17/2023 00:00:00,03,2023,MP002175,KD000016,PL000036,SZ000012,10,3,30
002,LO000017,03/17/2023 00:00:00,03,2023,MP000284,KD000016,PL000037,SZ000011,20,1,20
002,LO000017,03/17/2023 00:00:00,03,2023,MP002277,KD000009,PL000037,SZ000012,2,21,32
002,LO000017,03/23/2023 00:00:00,03,2023,MP000197,KD000037,PL000036,SZ000009,4,0,4
002,LO000017,03/23/2023 00:00:00,03,2023,MP000197,KD000037,PL000036,SZ000012,4,2,8
002,LO000017,03/23/2023 00:00:00,03,2023,MP000294,KD000037,PL000036,SZ000012,5,10,51
002,LO000017,03/23/2023 00:00:00,03,2023,MP000197,KD000037,PL000036,SZ000009,2,9,19
002,LO000017,03/23/2023 00:00:00,03,2023,MP000197,KD000037,PL000036,SZ000012,5,4,20
002,LO000017,03/23/2023 00:00:00,03,2023,MP000197,KD000037,PL000036,SZ000009,3,6,19
002,LO000017,03/28/2023 00:00:00,03,2023,MP000197,KD000037,PL000039,SZ000013,5,1,5
002,LO000017,03/30/2023 00:00:00,03,2023,MP000197,KD000037,PL000039,SZ000013,15,1,15
002,LO000017,03/30/2023 00:00:00,03,2023,MP000197,KD000037,PL000036,SZ000013,15,1,30
002,LO000017,03/30/2023 00:00:00,03,2023,MP000197,KD000037,PL000039,SZ000012,3,1,6
002,LO000017,03/30/2023 00:00:00,03,2023,MP000284,KD000037,PL000036,SZ000012,6,2,12
002,LO000017,03/30/2023 00:00:00,03,2023,MP000294,KD000037,PL000036,SZ000009,4,10,40
002,LO000017,03/30/2023 00:00:00,03,2023,MP000294,KD000037,PL000036,SZ000012,7,15,105
002,LO000017,03/30/2023 00:00:00,03,2023,MP000284,KD000037,PL000036,SZ000012,10,4,40
002,LO000017,03/30/2023 00:00:00,03,2023,MP000294,KD000037,PL000036,SZ000013,8,5,40
002,LO000017,03/30/2023 00:00:00,03,2023,MP000284,KD000037,PL000036,SZ000012,2,10,21
002,LO000017,03/30/2023 00:00:00,03,2023,MP000294,KD000037,PL000036,SZ000012,8,10,81
002,LO000017,03/30/2023 00:00:00,03,2023,MP000294,KD000037,PL000036,SZ000011,10,5,51
002,LO000017,03/30/2023 00:00:00,03,2023,MP000294,KD000037,PL000036,SZ000012,3,25,76
002,LO000017,03/30/2023 00:00:00,03,2023,MP000294,KD000037,PL000036,SZ000012,5,15,76
002,LO000017,01/17/2023 00:00:00,01,2023,MP002277,KD000009,PL000037,SZ000009,1,8,9
002,LO000025,02/23/2023 00:00:00,02,2023,MP002175,KD000016,PL000036,SZ000007,25,1,25
002,LO000025,02/23/2023 00:00:00,02,2023,MP000197,KD000037,PL000036,SZ000012,4,9,40
002,LO000025,02/23/2023 00:00:00,02,2023,MP000197,KD000037,PL000036,SZ000012,3,9,30
002,LO000025,02/24/2023 00:00:00,02,2023,MP002246,KD000009,PL000036,SZ000007,3,8,25
002,LO000025,02/28/2023 00:00:00,02,2023,MP000197,KD000028,PL000036,SZ000012,6,15,91
002,LO000025,02/28/2023 00:00:00,02,2023,MP000197,KD000028,PL000036,SZ000012,8,5,48
002,LO000025,02/28/2023 00:00:00,02,2023,MP000197,KD000028,PL000036,SZ000012,3,29,89
002,LO000025,02/28/2023 00:00:00,02,2023,MP000197,KD000028,PL000036,SZ000012,5,23,117
002,LO000025,02/28/2023 00:00:00,02,2023,MP000197,KD000028,PL000036,SZ000012,4,57,229
002,LO000025,02/28/2023 00:00:00,02,2023,MP000294,KD000028,PL000036,SZ000011,8,0,8
002,LO000025,02/28/2023 00:00:00,02,2023,MP000294,KD000028,PL000036,SZ000011,5,4,20
002,LO000025,02/28/2023 00:00:00,02,2023,MP000197,KD000028,PL000036,SZ000011,8,0,8
002,LO000025,02/28/2023 00:00:00,02,2023,MP000294,KD000028,PL000036,SZ000011,7,0,7
002,LO000025,02/28/2023 00:00:00,02,2023,MP002277,KD000028,PL000037,SZ000009,2,9,14
002,LO000025,02/28/2023 00:00:00,02,2023,MP002277,KD000028,PL000037,SZ000009,2,10,16
